Date,Open,High,Low,Close,Volume,Return,Volatility,Volume_MA,Sentiment,CloseMA_3,CloseMA_5,CloseMA_10,RSI,MACD,MACD_Signal,BB_Upper,BB_Lower
2013-04-09,48.7,49.04,48.18,48.29,1314573,-0.0080115,0.0176591,1570580.0,Bearish,48.6167,48.896,50.385,28.32432432432435,0.1327156643854721,0.8009216265773476,54.47899554552304,48.205004454476956
2013-04-10,48.66,50.18,48.41,50.07,2281238,0.0368606,0.0363748,1534610.0,Neutral,49.0133,49.088,50.148,34.29137760158572,0.12584626766918916,0.6659065547957159,54.475684194884366,48.10031580511563
2013-04-11,50.18,52.35,50.11,51.89,1987615,0.0363491,0.0446393,1659170.0,Neutral,50.0833,49.562,50.117,50.67178502879079,0.26421530137957916,0.5855683041124885,54.42200783891329,48.10399216108671
2013-04-12,51.85,52.69,51.6,52.49,1101877,0.0115629,0.0210222,1591580.0,Bullish,51.4833,50.284,50.114,49.951314508276546,0.41747633575234033,0.5519499104404588,54.408469305056805,48.1075306949432
2013-04-15,52.82,53.5004,51.1,51.56,3201609,-0.0177177,0.0454449,1977380.0,Neutral,51.98,50.86,50.1,46.892138939670936,0.4586070454660103,0.5332813374455692,54.32448346845918,48.10751653154081
2013-04-16,51.9,52.97,51.85,52.94,1565581,0.0267649,0.02158,2027580.0,Bullish,52.33,51.79,50.343,52.06270627062706,0.5956911394528959,0.5457632978470345,54.399882497418545,48.083117502581445
2013-04-17,52.14,52.54,51.08,52.172,1698413,-0.014507,0.0280015,1911020.0,Neutral,52.224,52.2104,50.6492,49.88931056293483,0.6350397471126712,0.5636185877001618,54.384958603342774,48.08524139665723
2013-04-18,52.19,52.45,50.95,51.35,1214375,-0.0157556,0.0287411,1756370.0,Neutral,52.154,52.1024,50.8322,45.551330798479086,0.5930588585599281,0.5695066418721151,54.14735088846133,48.133849111538666
2013-04-19,51.23,51.82,50.62,51.09,779383,-0.00506329,0.0234238,1691870.0,Neutral,51.5373,51.8224,51.0532,47.57744241461478,0.5326686027586618,0.5621390340494244,54.100645581449015,48.114554418550995
2013-04-22,51.29,51.55,50.34,51.09,742846,0.0,0.0235913,1200120.0,Neutral,51.1767,51.7284,51.2942,52.54385964912283,0.47928400231312906,0.5455680277021654,53.95759584110208,48.11660415889791
2013-04-23,51.41,52.549,51.37,52.3,789534,0.0236837,0.0229333,1044910.0,Neutral,51.4933,51.6004,51.6952,64.22836752899198,0.5285207512254573,0.5421585724068239,53.965916981720866,48.11428301827914
2013-04-24,52.11,52.61,51.0,51.34,1115361,-0.0183556,0.0308962,928300.0,Bearish,51.5767,51.434,51.8222,57.73809523809525,0.4844923265701553,0.5306253232394902,53.840626269128705,48.1295737308713
2013-04-25,51.33,53.39,51.3,53.01,2121661,0.0325282,0.0407169,1109760.0,Bullish,52.2167,51.766,51.9342,66.14542611415169,0.5776952152126285,0.5400393016341178,53.97510760565036,48.07609239434964
2013-04-26,53.75,54.8,52.83,53.72,3037972,0.0133937,0.0366512,1561470.0,Bullish,52.69,52.292,52.0572,68.94736842105266,0.7007721767961854,0.5721858766665314,54.2069234979648,47.9642765020352
2013-04-29,53.69,54.0,52.25,53.07,1898109,-0.0120998,0.0325945,1792530.0,Neutral,53.2667,52.688,52.2082,67.62536873156347,0.7373621361360563,0.6052211285604364,54.39021683479149,47.91798316520851
2013-04-30,53.07,53.5,52.38,52.58,1842576,-0.00923309,0.0211042,2003140.0,Neutral,53.1233,52.744,52.1722,60.22819885900572,0.7185381768024968,0.6278845382088485,54.539070427784,47.97612957221601
2013-05-01,52.53,53.0,51.88,52.11,1115533,-0.00893876,0.0213211,2003170.0,Neutral,52.5867,52.898,52.166,51.007326007326,0.658108713771334,0.6339293733213456,54.54691366283843,48.26828633716158
2013-05-02,51.9,53.54,51.9,53.51,1271835,0.0268662,0.0315992,1833200.0,Bullish,52.7333,52.998,52.382,54.35153583617747,0.7149447901569346,0.6501324566884634,54.74845994016668,48.46574005983332
2013-05-03,54.21,55.64,54.0,55.3,2378024,0.0334517,0.0302527,1701220.0,Bullish,53.64,53.314,52.803,64.86486486486488,0.8941189834487062,0.698929762040512,55.20523905395348,48.65096094604651
2013-05-06,55.26,55.55,54.83,55.17,1972588,-0.00235081,0.0130293,1716110.0,Neutral,54.66,53.734,53.211,59.84112974404241,1.0139378644214716,0.761931382516704,55.46006001492898,49.04513998507104
2013-05-07,55.94,56.7999,54.07,55.01,2885957,-0.00290013,0.0488005,1924790.0,Neutral,55.16,54.22,53.482,63.2344711807499,1.083494675845479,0.826244041182459,55.4359509313598,49.7412490686402
2013-05-08,53.34,54.57,51.72,52.49,4386145,-0.0458099,0.0534308,2578910.0,Neutral,54.2233,54.296,53.597,54.58937198067634,0.9246175944728847,0.8459187518405441,55.30042351467834,50.11877648532166
2013-05-09,52.58,53.1,51.7625,51.99,2300863,-0.00952562,0.0254374,2784720.0,Bearish,53.1633,53.992,53.495,53.55450236966824,0.7497182561385429,0.826678652700144,55.29914193437175,50.13005806562826
2013-05-10,52.19,54.3,52.15,53.84,2088226,0.0355838,0.0411956,2726760.0,Neutral,52.7733,53.7,53.507,59.476223294279826,0.7517234097952397,0.8116876041191632,55.41206000770068,50.15213999229932
2013-05-13,53.68,55.31,53.291,54.79,1785497,0.0176449,0.0376118,2689340.0,Neutral,53.54,53.624,53.679,58.73684210526318,0.8205112263662073,0.8134523285685721,55.65306740930851,50.234132590691495
2013-05-14,55.04,58.38,54.81,58.01,3802187,0.0587698,0.0648619,2872580.0,Bullish,55.5467,54.224,54.222,70.19987886129618,1.1219203564276157,0.8751459341403809,56.72902703626128,49.66517296373872
2013-05-15,58.0,60.26,57.91,59.36,2893495,0.0232718,0.0405172,2574050.0,Bullish,57.3867,55.598,54.947,69.6108709079679,1.4529740012742707,0.9907115475671588,57.99558608422473,49.11741391577528
2013-05-16,59.53,60.39,58.65,59.03,2265696,-0.0055593,0.029229,2567020.0,Neutral,58.8,57.006,55.499,66.79316888045543,1.6694636204415971,1.1264619621420466,58.87677805665678,49.00422194334322
2013-05-17,59.64,60.48,59.254,59.88,2675334,0.0143995,0.0205567,2684440.0,Bullish,59.4233,58.214,55.957,71.26795752654593,1.8878590357955858,1.2787413768727545,59.79015808699853,48.96984191300149
2013-05-20,60.07,63.01,59.895,62.63,3039487,0.0459252,0.0518562,2935240.0,Bullish,60.5133,59.782,56.703,77.50410509031201,2.2568257112347965,1.474358243745163,61.275084653137384,48.6389153468626
2013-05-21,62.7,63.22,61.889,62.34,1773574,-0.00463037,0.0212281,2529520.0,Neutral,61.6167,60.648,57.436,78.27529021558874,2.4970494516930444,1.6788964853347392,62.448019658684146,48.46998034131586
2013-05-22,62.26,63.57,61.0,61.51,2051229,-0.0133141,0.0412785,2361060.0,Neutral,62.16,61.078,58.338,72.8310502283105,2.5905917047393316,1.8612355292156577,63.1712618096746,48.76373819032542
2013-05-23,61.055,62.55,59.07,62.06,1479522,0.00894164,0.0569978,2203830.0,Bullish,61.97,61.684,59.345,70.76167076167077,2.6782320260178807,2.0246348285761027,63.97016904655643,48.869830953443575
2013-05-24,61.73,62.02,60.8,61.69,1454566,-0.00596197,0.0197635,1959680.0,Neutral,61.7533,62.046,60.13,69.73365617433412,2.686859263190321,2.1570797154989467,64.60622117198808,49.03077882801193
2013-05-28,62.57,64.37,62.01,64.3,2532757,0.0423083,0.0377178,1858330.0,Bullish,62.6833,62.38,61.081,74.48603057459145,2.8712041440155645,2.2999046012022704,65.63510113425887,49.124898865741145
2013-05-29,63.97,64.9,63.12,63.56,1783529,-0.0115086,0.0278255,1860320.0,Neutral,63.1833,62.624,61.636,82.19895287958114,2.9238822797730677,2.42470013691643,66.29964016919286,49.558359830807134
2013-05-30,63.77,64.1,63.14,63.99,1248402,0.00676526,0.0150541,1699760.0,Bullish,63.95,63.12,62.099,85.04672897196261,2.966135721978816,2.532987253928907,66.84088713050312,50.20511286949689
2013-05-31,63.92,65.41,63.76,64.49,6723374,0.00781372,0.0258135,2748530.0,Bullish,64.0133,63.606,62.645,83.76664552948634,3.005324194111772,2.62745464196548,67.44597371559487,50.69802628440514
2013-06-03,63.15,63.73,60.93,62.06,4068703,-0.0376803,0.0443389,3271350.0,Neutral,63.5133,63.68,62.863,71.07246376811597,2.8079325504083954,2.6635502236540636,67.68808266638955,51.13191733361046
2013-06-04,62.43,63.9076,61.81,62.19,2868253,0.00209475,0.0335992,3338450.0,Neutral,62.9133,63.258,62.819,64.75988700564973,2.631652116733001,2.657170602269851,67.87581270659761,51.64618729340239
2013-06-05,62.18,62.69,61.25,61.52,1026606,-0.0107734,0.0231586,3187070.0,Bearish,61.9233,62.85,62.737,58.011869436201806,2.410103034887811,2.607757088793443,67.9161528793125,52.2568471206875
2013-06-06,61.71,62.03,60.73,62.03,1486216,0.00828999,0.0210663,3234630.0,Neutral,61.9133,62.458,62.789,60.98096632503662,2.2497428934434325,2.536154249723441,67.56291734417194,53.56408265582806
2013-06-07,62.62,64.17,62.4,64.05,1090209,0.0325649,0.0282657,2108000.0,Neutral,62.5333,62.37,62.988,64.05933917734323,2.259606111474831,2.480844622073719,67.0440192582908,55.288980741709196
2013-06-10,64.17,64.49,63.57,64.31,931921,0.00405933,0.0143369,1480640.0,Bullish,63.4633,62.82,63.25,56.807131280388994,2.262323947693446,2.4371404871976643,66.60641289859531,56.77358710140472
2013-06-11,63.95,65.1016,63.42,63.86,907883,-0.00699736,0.0262955,1088570.0,Neutral,64.0733,63.154,63.206,56.07999999999999,2.2027744011673605,2.3902672699916034,65.92150991890823,58.365490081091764
2013-06-12,64.48,64.82,63.18,63.18,1419043,-0.0106483,0.0254342,1167050.0,Neutral,63.7833,63.486,63.168,56.76113360323888,2.076770917123646,2.327567999418012,65.66101244325083,59.14298755674917
2013-06-13,63.59,64.54,63.2,64.51,1208056,0.021051,0.0210725,1111420.0,Bullish,63.85,63.982,63.22,59.32977913175935,2.0604801998002458,2.2741504394944587,65.7138944184009,59.60510558159911
2013-06-14,64.38,64.84,63.67,63.75,1244043,-0.0117811,0.0181733,1142190.0,Neutral,63.8133,63.922,63.146,57.61834319526629,1.9636087808169478,2.2120421077589567,65.45906228302495,60.33193771697506
2013-06-17,64.18,65.04,63.6,64.36,2113837,0.00956863,0.0224369,1378570.0,Bullish,64.2067,63.932,63.376,50.26041666666668,1.9139960305500665,2.152432892317179,65.33258524819767,60.906414751802316
2013-06-18,64.19,65.2,63.72,63.85,1659664,-0.00792418,0.0230566,1528930.0,Neutral,63.9867,63.93,63.542,51.28432240921169,1.8126299609045162,2.0844723060346464,65.4040057667426,60.95699423325741
2013-06-19,63.41,64.85,63.37,63.77,973170,-0.00125294,0.0233402,1439750.0,Neutral,63.9933,64.048,63.767,48.994515539305304,1.7061735819981152,2.0088125612273404,65.4535649936019,61.05043500639808
2013-06-20,62.7,63.69,61.32,61.52,1496601,-0.035283,0.037799,1497460.0,Bearish,63.0467,63.45,63.716,38.29787234042556,1.4238368340572194,1.8918174157933163,65.45240310791436,61.05259689208563
2013-06-21,61.86,62.295,60.101,60.28,2821705,-0.020156,0.0354672,1813000.0,Bearish,61.8567,62.756,63.339,42.260869565217384,1.08748938955587,1.7309518105458273,65.6867917097776,60.64020829022241
2013-06-24,59.48,61.23,58.74,60.68,1454658,0.0066357,0.0418628,1681160.0,Neutral,60.8267,62.02,62.976,43.58538657604079,0.8434851023875041,1.5534584689141628,65.79584295399306,60.43015704600694
2013-06-25,61.12,61.83,60.79,61.53,926868,0.0140079,0.0170157,1534600.0,Neutral,60.83,61.556,62.743,50.041841004184086,0.710507554293919,1.384868285990114,65.68518431833824,60.26381568166175
2013-06-26,62.35,63.02,60.76,61.91,2344763,0.00617585,0.036247,1808920.0,Neutral,61.3733,61.184,62.616,49.49238578680201,0.6285393037443114,1.2336024895409534,65.62797168344855,60.15602831655146
2013-06-27,62.17,62.72,60.55,60.84,2360099,-0.0172832,0.0349043,1981620.0,Bearish,61.4267,61.048,62.249,35.234590616375385,0.47180019800038053,1.081242031232839,65.56535611004695,59.90364388995306
2013-06-28,60.76,61.56,60.47,60.87,4314552,0.000493097,0.0179394,2280190.0,Neutral,61.2067,61.166,61.961,33.834586466165376,0.3460154262864634,0.934196710243564,65.37464776940924,59.73235223059076
2013-07-01,61.45,61.775,60.11,61.07,2544064,0.00328569,0.0270952,2498070.0,Neutral,60.9267,61.244,61.632,36.573628488931654,0.2594773239318471,0.7992528329812206,65.3954713064096,59.6125286935904
2013-07-02,60.91,61.13,60.0,60.23,1817140,-0.0137547,0.018552,2676120.0,Bearish,60.7233,60.984,61.27,36.01895734597154,0.12171126283998035,0.6637445189529726,65.46999395354642,59.34200604645359
2013-07-03,59.56,60.85,59.54,60.79,1203373,0.00929769,0.0219946,2447850.0,Neutral,60.6967,60.76,60.972,30.98159509202449,0.05706023192366416,0.542407661547111,65.49471477156717,59.24428522843283
2013-07-05,60.85,61.74,60.37,61.7,1602227,0.0149696,0.0225144,2296270.0,Neutral,60.9067,60.932,60.99,39.67774420946626,0.07835004836333326,0.44959613891035544,65.48922703259834,59.21677296740165
2013-07-08,62.0,63.47,61.88,63.16,2060556,0.0236629,0.0256452,1845470.0,Bullish,61.8833,61.39,61.278,44.43413729128013,0.21060446240166897,0.40179780360861816,65.36765210130977,59.24934789869024
2013-07-09,63.54,63.75,62.24,62.74,1302111,-0.00664978,0.0237646,1597080.0,Neutral,62.5333,61.724,61.484,44.80823199251637,0.27831826870063026,0.3771018966270206,65.15032442321785,59.30967557678215
2013-07-10,62.74,63.01,60.52,61.93,1746811,-0.0129104,0.0396876,1583020.0,Neutral,62.61,62.064,61.524,41.94395796847633,0.26358329336562036,0.3543981759747406,64.9528412817817,59.314158718218316
2013-07-11,62.34,62.56,59.74,60.44,2705213,-0.0240594,0.0452358,1883380.0,Neutral,61.7033,61.994,61.377,44.934333958724174,0.13017459994512848,0.3095534607688182,64.86754070623226,59.12545929376775
2013-07-12,60.33,61.49,60.11,61.05,1265303,0.0100927,0.0228742,1816000.0,Neutral,61.14,61.864,61.398,53.8384845463609,0.07282961678156141,0.2622086919713668,64.46460244126646,59.18239755873355
2013-07-15,61.35,61.35,60.09,60.45,807709,-0.00982801,0.0205379,1565430.0,Bearish,60.6467,61.322,61.356,48.875855327468244,-0.02079200383698776,0.20560855280969592,64.20341670838792,59.11358329161208
2013-07-16,60.67,60.95,59.85,60.62,1416130,0.00281224,0.0181309,1588230.0,Neutral,60.7067,60.898,61.311,45.235602094240804,-0.08034407692745305,0.14841802686226616,63.71202883794979,59.230971162050224
2013-07-17,60.94,61.335,60.2,61.09,1037123,0.00775322,0.0186249,1446300.0,Neutral,60.72,60.73,61.397,45.746887966805005,-0.08859320454046582,0.10101578058171977,63.27757358535202,59.389426414647964
2013-07-18,61.61,62.969,61.5,62.27,1269512,0.0193158,0.0238435,1159160.0,Neutral,61.3267,61.096,61.545,57.333333333333336,8.446703954945178e-05,0.08082951787328571,62.898798753276466,59.618201246723544
2013-07-19,62.37,62.39,60.25,60.62,1248948,-0.0264975,0.0343114,1155880.0,Bearish,61.3267,61.01,61.437,48.900615655233075,-0.0620636189537791,0.05225089050787275,62.872862908817176,59.55413709118282
2013-07-22,61.11,61.27,60.27,60.65,1283847,0.000494886,0.0163639,1251110.0,Neutral,61.18,61.05,61.186,48.125,-0.1076546992168872,0.020269772562920767,62.85540253463952,59.60859746536049
2013-07-23,60.98,61.29,60.03,60.66,1399920,0.00016488,0.0206625,1247870.0,Neutral,60.6433,61.058,60.978,52.07328833172613,-0.14134965156869583,-0.012054112263402555,62.855858212437816,59.60614178756217
2013-07-24,60.6,62.15,60.41,61.14,2675419,0.00791296,0.0287129,1575530.0,Neutral,60.8167,61.068,60.899,51.700680272108855,-0.12784741023100565,-0.035212771856923175,62.83060013994138,59.59239986005862
2013-07-25,69.88,72.26,68.71,71.1,5493085,0.162905,0.0508014,2420240.0,Bullish,64.3,62.834,61.965,74.30196483971044,0.6787181339535735,0.10757340930517616,66.38433561626789,56.95766438373212
2013-07-26,70.46,74.86,70.46,73.95,2980489,0.0400844,0.0624468,2766550.0,Bullish,68.73,65.5,63.255,76.02508441871684,1.5302584533693704,0.39211041811801506,69.53779895591491,55.11520104408508
2013-07-29,73.49,74.74,72.01,73.29,1308560,-0.00892495,0.0371479,2771490.0,Neutral,72.78,68.028,64.539,75.15498330948975,2.127331256861858,0.7391545858667836,71.62144859395231,54.2735514060477
2013-07-30,73.94,74.66,73.27,73.27,960846,-0.000272889,0.018799,2683680.0,Neutral,73.5033,70.55,65.804,78.09712586719522,2.5692848065285006,1.105180629999127,73.32279380806821,53.79220619193176
2013-07-31,73.71,76.2,73.59,75.02,1817119,0.0238843,0.035409,2512020.0,Bullish,73.86,73.326,67.197,85.66536203522503,3.0258662507798135,1.4893177541552642,75.1776348498993,53.416365150100695
2013-08-01,75.78,76.93,75.14,75.894,1193962,0.0116502,0.023621,1652200.0,Bullish,74.728,74.2848,68.5594,85.84814528593506,3.418824746979226,1.8752191527200566,76.9564569935474,53.14794300645259
2013-08-02,75.9,76.27,74.92,75.79,1053251,-0.00137033,0.0177866,1266750.0,Neutral,75.568,74.6528,70.0764,87.95526524148848,3.6794409505886847,2.236063512293782,78.46612905835958,53.047270941640406
2013-08-05,75.96,78.04,75.83,78.01,1008520,0.0292915,0.0290943,1206740.0,Bullish,76.5647,75.5968,71.8124,89.06460598436513,4.018790500988246,2.592608910032675,80.26139018065157,52.73700981934843
2013-08-06,78.2,80.69,77.43,79.28,2520191,0.01628,0.041688,1518610.0,Bullish,77.6933,76.7988,73.6744,89.44401075548612,4.3401750148227904,2.942122130990698,82.08873157008975,52.56366842991026
2013-08-07,78.89,78.99,76.325,77.99,1353440,-0.0162714,0.0337812,1425870.0,Neutral,78.4267,77.3928,75.3594,83.92610497237563,4.439605331760703,3.241618771144699,83.3944345523036,52.8639654476964
2013-08-08,78.55,80.54,78.481,79.71,1081338,0.0220541,0.0262126,1403350.0,Bullish,78.9933,78.156,76.2204,91.0749634219812,4.6041207614783275,3.514119169211425,84.74218003306386,53.44321996693613
2013-08-09,80.9,81.49,80.0091,80.94,1429002,0.0154309,0.0183053,1478500.0,Bullish,79.5467,79.186,76.9194,91.51321712087729,4.778665662123444,3.767028467793829,86.10822210551076,54.06617789448923
2013-08-12,80.76,82.195,80.03,81.26,1113753,0.00395355,0.0268078,1499540.0,Bullish,80.6367,79.836,77.7164,91.61952481008562,4.886486702091858,3.990920114653435,87.21627384801894,55.03912615198104
2013-08-13,81.5,81.7,79.68,80.96,933208,-0.00369185,0.0247853,1182150.0,Neutral,81.0533,80.172,78.4854,90.33702377075863,4.891343793781161,4.1710048504789805,88.00645190563107,56.28294809436893
2013-08-14,80.61,81.99,72.88,73.55,6889985,-0.0915267,0.113013,2289460.0,Neutral,78.59,79.284,78.3384,55.56362975747116,4.248296286770994,4.186463137737384,87.75599697990722,57.77940302009278
2013-08-15,71.53,72.16,69.56,70.52,4459582,-0.0411965,0.0363484,2965110.0,Bearish,75.01,77.446,77.801,42.27407874583296,3.4543611027969803,4.040042730749303,87.3856866731504,58.97471332684957
2013-08-16,70.29,72.48,69.19,70.99,2404981,0.00666478,0.0468061,3160300.0,Neutral,71.6867,75.456,77.321,44.77462740821518,2.8304590515034107,3.798125994900125,86.67796931849813,60.71943068150188
2013-08-19,71.15,72.29,69.22,69.26,1408281,-0.0243696,0.0431483,3219210.0,Bearish,70.2567,73.056,76.446,41.54650476431405,2.1713852614414577,3.472777848208392,85.79036978153074,62.46803021846925
2013-08-20,69.36,70.2,68.84,69.81,1230094,0.00794109,0.0196078,3278580.0,Neutral,70.02,70.826,75.499,38.43147704058977,1.6741464200944307,3.1130515625856003,84.62838887242219,64.5450111275778
2013-08-21,69.49,71.249,69.425,70.2,1022098,0.00558659,0.0262484,2105010.0,Neutral,69.7567,70.156,74.72,37.07905963510938,1.296604348724614,2.7497621198134032,83.16106771214007,66.91833228785993
2013-08-22,70.39,71.43,70.0,71.21,869746,0.0143875,0.0203154,1387040.0,Neutral,70.4067,70.294,73.87,40.01743679163032,1.0666029611986971,2.413130288090462,83.15547516179332,66.93492483820667
