Date,Close,High,Low,Open,Volume
,TRIP,TRIP,TRIP,TRIP,TRIP
2024-08-05,15.789999961853027,16.100000381469727,15.220000267028809,15.449999809265137,1957500
2024-08-06,16.31999969482422,16.40999984741211,15.710000038146973,15.880000114440918,2461500
2024-08-07,13.609999656677246,15.1899995803833,13.40999984741211,14.210000038146973,8094100
2024-08-08,14.029999732971191,14.170000076293945,13.430000305175781,13.699999809265137,3971600
2024-08-09,13.5600004196167,14.220000267028809,13.420000076293945,14.180000305175781,3727600
2024-08-12,13.699999809265137,13.930000305175781,13.489999771118164,13.5600004196167,4248700
2024-08-13,13.829999923706055,13.9399995803833,13.489999771118164,13.710000038146973,2409500
2024-08-14,13.59000015258789,13.859999656677246,13.300000190734863,13.8100004196167,3226800
2024-08-15,14.069999694824219,14.149999618530273,13.789999961853027,13.8100004196167,3054600
2024-08-16,13.800000190734863,14.0600004196167,13.699999809265137,14.039999961853027,2509100
2024-08-19,14.539999961853027,14.59000015258789,13.800000190734863,13.8100004196167,3857100
2024-08-20,14.149999618530273,14.600000381469727,14.140000343322754,14.430000305175781,2805800
2024-08-21,14.399999618530273,14.4399995803833,14.180000305175781,14.210000038146973,1460600
2024-08-22,14.119999885559082,14.399999618530273,14.079999923706055,14.279999732971191,2004100
2024-08-23,14.600000381469727,14.630000114440918,14.199999809265137,14.239999771118164,1499900
2024-08-26,14.40999984741211,14.670000076293945,14.329999923706055,14.630000114440918,1440300
2024-08-27,14.600000381469727,14.850000381469727,14.380000114440918,14.529999732971191,1830700
2024-08-28,14.329999923706055,14.59000015258789,14.270000457763672,14.479999542236328,970800
2024-08-29,14.569999694824219,14.739999771118164,14.329999923706055,14.390000343322754,1112600
2024-08-30,14.510000228881836,14.75,14.420000076293945,14.699999809265137,1506800
2024-09-03,13.720000267028809,14.359999656677246,13.65999984741211,14.359999656677246,2664900
2024-09-04,13.979999542236328,14.069999694824219,13.619999885559082,13.720000267028809,2084600
2024-09-05,13.930000305175781,14.069999694824219,13.789999961853027,13.819999694824219,1624200
2024-09-06,13.770000457763672,14.050000190734863,13.609999656677246,13.9399995803833,1196900
2024-09-09,13.609999656677246,13.90999984741211,13.5,13.819999694824219,1791600
2024-09-10,13.229999542236328,13.699999809265137,13.109999656677246,13.680000305175781,1501500
2024-09-11,13.329999923706055,13.350000381469727,12.930000305175781,13.1899995803833,1797800
2024-09-12,13.329999923706055,13.5,13.239999771118164,13.4399995803833,1347600
2024-09-13,13.510000228881836,13.640000343322754,13.289999961853027,13.399999618530273,2527800
2024-09-16,13.529999732971191,13.600000381469727,13.390000343322754,13.550000190734863,1328300
2024-09-17,13.920000076293945,14.029999732971191,13.579999923706055,13.630000114440918,2769400
2024-09-18,14.0600004196167,14.34000015258789,13.859999656677246,13.869999885559082,1579400
2024-09-19,14.550000190734863,14.680000305175781,14.329999923706055,14.430000305175781,2764400
2024-09-20,14.899999618530273,15.149999618530273,14.4399995803833,14.550000190734863,7505300
2024-09-23,14.579999923706055,14.899999618530273,14.569999694824219,14.869999885559082,5395100
2024-09-24,14.829999923706055,14.960000038146973,14.619999885559082,14.619999885559082,2799000
2024-09-25,14.430000305175781,14.899999618530273,14.40999984741211,14.760000228881836,1596500
2024-09-26,14.569999694824219,15.029999732971191,14.460000038146973,15.020000457763672,2769400
2024-09-27,14.770000457763672,14.899999618530273,14.600000381469727,14.670000076293945,1530500
2024-09-30,14.489999771118164,14.850000381469727,14.430000305175781,14.699999809265137,1499500
2024-10-01,14.09000015258789,14.630000114440918,14.0600004196167,14.520000457763672,1363500
2024-10-02,14.520000457763672,14.550000190734863,14.0,14.0600004196167,1463500
2024-10-03,14.270000457763672,14.489999771118164,14.149999618530273,14.4399995803833,960800
2024-10-04,14.710000038146973,14.770000457763672,14.4399995803833,14.640000343322754,1084700
2024-10-07,14.359999656677246,14.710000038146973,14.260000228881836,14.710000038146973,1211100
2024-10-08,14.40999984741211,14.59000015258789,14.300000190734863,14.359999656677246,1350300
2024-10-09,14.699999809265137,14.710000038146973,14.359999656677246,14.430000305175781,1003400
2024-10-10,14.329999923706055,14.529999732971191,14.119999885559082,14.5,1342600
2024-10-11,14.5,14.59000015258789,14.279999732971191,14.300000190734863,769200
2024-10-14,14.75,14.829999923706055,14.470000267028809,14.520000457763672,1759800
2024-10-15,14.970000267028809,15.149999618530273,14.65999984741211,14.65999984741211,1762400
2024-10-16,15.050000190734863,15.229999542236328,14.90999984741211,15.020000457763672,821200
2024-10-17,15.270000457763672,15.430000305175781,15.1899995803833,15.260000228881836,1552700
2024-10-18,15.510000228881836,15.600000381469727,15.170000076293945,15.260000228881836,1220200
2024-10-21,15.260000228881836,15.670000076293945,15.130000114440918,15.449999809265137,1118300
2024-10-22,15.350000381469727,15.369999885559082,15.130000114440918,15.180000305175781,1757000
2024-10-23,15.300000190734863,15.600000381469727,15.1899995803833,15.350000381469727,2056800
2024-10-24,15.25,15.5600004196167,15.149999618530273,15.279999732971191,1482200
2024-10-25,15.270000457763672,15.359999656677246,15.079999923706055,15.270000457763672,1304600
2024-10-28,15.670000076293945,15.739999771118164,15.319999694824219,15.460000038146973,2268300
2024-10-29,16.040000915527344,16.100000381469727,15.630000114440918,15.630000114440918,1492100
2024-10-30,16.139999389648438,16.360000610351562,15.949999809265137,16.010000228881836,1970800
2024-10-31,16.040000915527344,16.700000762939453,15.850000381469727,16.239999771118164,2254000
2024-11-01,16.1299991607666,16.420000076293945,16.030000686645508,16.059999465942383,1978300
2024-11-04,16.34000015258789,16.469999313354492,16.0,16.040000915527344,2833300
2024-11-05,16.489999771118164,17.030000686645508,16.270000457763672,16.329999923706055,4103800
2024-11-06,17.40999984741211,17.760000228881836,17.139999389648438,17.459999084472656,4667600
2024-11-07,15.460000038146973,16.65999984741211,15.359999656677246,16.209999084472656,5422200
2024-11-08,15.489999771118164,15.8100004196167,15.279999732971191,15.449999809265137,2830600
2024-11-11,14.800000190734863,15.6899995803833,14.760000228881836,15.6899995803833,2365700
2024-11-12,14.260000228881836,14.619999885559082,14.149999618530273,14.59000015258789,2187700
2024-11-13,14.399999618530273,14.569999694824219,14.119999885559082,14.3100004196167,1897500
2024-11-14,14.579999923706055,14.75,14.260000228881836,14.449999809265137,1501500
2024-11-15,13.9399995803833,14.6899995803833,13.899999618530273,14.609999656677246,2279500
2024-11-18,13.789999961853027,13.90999984741211,13.609999656677246,13.890000343322754,1953700
2024-11-19,13.430000305175781,13.699999809265137,13.359999656677246,13.569999694824219,1962400
2024-11-20,13.350000381469727,13.619999885559082,13.239999771118164,13.470000267028809,1555600
2024-11-21,13.449999809265137,13.529999732971191,13.260000228881836,13.369999885559082,1644800
2024-11-22,13.869999885559082,13.989999771118164,13.5,13.579999923706055,1473600
2024-11-25,14.210000038146973,14.529999732971191,14.0,14.0,2623500
2024-11-26,13.880000114440918,14.199999809265137,13.829999923706055,14.100000381469727,1672000
2024-11-27,14.100000381469727,14.130000114440918,13.859999656677246,13.90999984741211,1417100
2024-11-29,14.329999923706055,14.380000114440918,14.100000381469727,14.130000114440918,1046100
2024-12-02,14.4399995803833,14.5,14.180000305175781,14.300000190734863,2150600
2024-12-03,14.149999618530273,14.529999732971191,14.109999656677246,14.489999771118164,1631600
2024-12-04,14.5600004196167,14.600000381469727,14.109999656677246,14.149999618530273,1410300
2024-12-05,14.069999694824219,14.699999809265137,14.0600004196167,14.609999656677246,1206900
2024-12-06,14.329999923706055,14.479999542236328,14.210000038146973,14.260000228881836,1226500
2024-12-09,14.010000228881836,14.600000381469727,13.989999771118164,14.489999771118164,1616700
2024-12-10,13.979999542236328,14.229999542236328,13.899999618530273,14.010000228881836,1078800
2024-12-11,13.859999656677246,14.069999694824219,13.729999542236328,14.0,1033400
2024-12-12,13.670000076293945,14.029999732971191,13.350000381469727,13.829999923706055,1591700
2024-12-13,13.770000457763672,13.779999732971191,13.5,13.609999656677246,2032700
2024-12-16,13.760000228881836,14.0,13.600000381469727,13.600000381469727,1740200
2024-12-17,13.489999771118164,13.779999732971191,13.380000114440918,13.770000457763672,1610600
2024-12-18,12.949999809265137,13.850000381469727,12.9399995803833,13.5600004196167,2575700
2024-12-19,13.890000343322754,14.59000015258789,13.649999618530273,14.390000343322754,8614700
2024-12-20,13.789999961853027,14.119999885559082,13.319999694824219,13.75,14156400
2024-12-23,14.0600004196167,14.079999923706055,13.449999809265137,13.800000190734863,2898100
2024-12-24,14.40999984741211,14.420000076293945,14.010000228881836,14.079999923706055,1307900
2024-12-26,14.40999984741211,14.4399995803833,14.210000038146973,14.369999885559082,1816400
2024-12-27,14.550000190734863,14.600000381469727,14.199999809265137,14.350000381469727,1964100
2024-12-30,14.899999618530273,14.920000076293945,14.180000305175781,14.380000114440918,2179000
2024-12-31,14.770000457763672,15.109999656677246,14.720000267028809,14.970000267028809,1690500
2025-01-02,14.989999771118164,15.239999771118164,14.819999694824219,14.899999618530273,1729900
2025-01-03,14.989999771118164,15.130000114440918,14.779999732971191,15.0600004196167,1893300
